orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_07_v3-6-686829-685342	CHEMBL5764	67.8	140.9	0.000000000002	0.000000000000000000000000000000000000000024
Pf3D7_07_v3-6-686829-685342	CHEMBL342	64.7	139.7	0.00000000002	0.000000000000000000000000000000000000000055
Pf3D7_07_v3-6-690966-690772	CHEMBL3790	23.5	7.6	4.6	2.5
Pf3D7_07_v3-6-703473-703249	CHEMBL5312	23.5	10.5	6.4	0.31
Pf3D7_07_v3-6-731229-731038	CHEMBL4809	24.6	10.3	1.5	0.29
Pf3D7_07_v3-6-732957-732073	CHEMBL5829	48.9	514.9	0.0000006	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
Pf3D7_07_v3-6-732957-732073	CHEMBL3038473	43.9	273.5	0.00003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000069
Pf3D7_07_v3-6-732957-732073	CHEMBL2111368	40.8	259.0	0.0003	0.000000000000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_07_v3-6-732957-732073	CHEMBL3038478	53.9	208.4	0.00000001	0.000000000000000000000000000000000000000000000000000000000000047
Pf3D7_07_v3-6-732957-732073	CHEMBL2363135	26.9	144.2	6.1	0.0000000000000000000000000000000000000000017
Pf3D7_07_v3-6-732957-732073	CHEMBL3871	26.9	132.9	5.5	0.0000000000000000000000000000000000000046
Pf3D7_07_v3-6-732957-732073	CHEMBL2889	27.7	115.2	3.3	0.0000000000000000000000000000000011
Pf3D7_07_v3-6-747774-747613	CHEMBL3344	23.9	7.2	2.1	4.3
Pf3D7_07_v3-6-747774-747613	CHEMBL5901	23.9	7.2	2.2	4.3
Pf3D7_07_v3-6-749121-748927	CHEMBL2363032	24.6	12.7	1.8	0.057
Pf3D7_07_v3-6-751962-751798	CHEMBL2146355	30.4	14.3	0.010	0.025
Pf3D7_07_v3-6-76059-75865	CHEMBL2052032	31.2	13.6	0.007	0.028
Pf3D7_07_v3-6-766425-764797	CHEMBL1932900	194	605.5	0.00000000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037
Pf3D7_07_v3-6-766425-764797	CHEMBL2111467	30.4	146.5	0.93	0.00000000000000000000000000000000000000000043
Pf3D7_07_v3-6-78021-77845	CHEMBL1743244	25.0	15.9	0.63	0.0067
Pf3D7_07_v3-6-78021-77845	CHEMBL3276	25.0	15.8	0.69	0.0077
Pf3D7_07_v3-6-791100-777133	CHEMBL1250369	131	2584.1	0.000000000000000000000000000004	0
Pf3D7_07_v3-6-826512-826264	CHEMBL1255135	24.6	16.0	3.0	0.0046
Pf3D7_07_v3-6-847173-847006	CHEMBL6108	25.8	11.5	0.45	0.17
Pf3D7_07_v3-6-859188-858745	CHEMBL2311228	52.8	172.6	0.0000000009	0.0000000000000000000000000000000000000000000000000023
Pf3D7_07_v3-6-859188-858745	CHEMBL2176769	48.1	169.9	0.00000005	0.000000000000000000000000000000000000000000000000015
Pf3D7_07_v3-6-859188-858745	CHEMBL2311225	46.2	167.2	0.0000003	0.0000000000000000000000000000000000000000000000001
Pf3D7_07_v3-6-859188-858745	CHEMBL2176830	45.1	165.9	0.0000007	0.00000000000000000000000000000000000000000000000025
Pf3D7_07_v3-6-859188-858745	CHEMBL2221346	47.0	165.5	0.0000001	0.00000000000000000000000000000000000000000000000034
Pf3D7_07_v3-6-859188-858745	CHEMBL2189134	38.5	154.5	0.0001	0.00000000000000000000000000000000000000000000085
Pf3D7_07_v3-6-888303-887950	CHEMBL1293196	29.6	15.0	0.14	0.0085
Pf3D7_07_v3-6-901989-901783	CHEMBL5929	26.9	14.3	0.29	0.02
Pf3D7_07_v3-6-90201-89947	CHEMBL5061	24.3	10.4	4.1	0.3
Pf3D7_07_v3-6-90201-89947	CHEMBL3979	27.3	5.5	0.33	9.9
Pf3D7_07_v3-6-904314-904150	CHEMBL2046264	24.6	13.5	1.2	0.032
Pf3D7_07_v3-6-925692-925432	CHEMBL2096907	34.7	18.6	0.0009	0.001
Pf3D7_07_v3-6-931968-931462	CHEMBL2176797	61.6	207.8	0.0000000000006	0.000000000000000000000000000000000000000000000000000000000000034
Pf3D7_07_v3-6-931968-931462	CHEMBL2321618	55.5	205.4	0.0000000001	0.00000000000000000000000000000000000000000000000000000000000019
Pf3D7_07_v3-6-931968-931462	CHEMBL2189159	48.9	195.3	0.00000003	0.00000000000000000000000000000000000000000000000000000000023
Pf3D7_07_v3-6-931968-931462	CHEMBL2176856	46.2	192.4	0.0000002	0.0000000000000000000000000000000000000000000000000000000018
Pf3D7_07_v3-6-93264-91870	CHEMBL5366	33.5	335.2	0.071	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
Pf3D7_07_v3-6-93264-91870	CHEMBL3300	29.3	330.5	1.6	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000055
Pf3D7_07_v3-6-93264-91870	CHEMBL2111404	33.9	275.7	0.054	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000023
Pf3D7_07_v3-6-93264-91870	CHEMBL4039	28.5	11.7	3.2	0.027
Pf3D7_07_v3-6-945267-945100	CHEMBL5897	27.3	15.9	0.11	0.005
Pf3D7_07_v3-6-953352-953170	CHEMBL4046	24.6	13.6	1.3	0.031
Pf3D7_07_v3-6-953352-953170	CHEMBL5283	23.5	12.1	3.9	0.094
Pf3D7_07_v3-6-962103-961945	CHEMBL3448	27.3	14.5	0.12	0.023
Pf3D7_07_v3-6-967044-966886	CHEMBL5340	25.4	8.5	0.52	1.4
Pf3D7_07_v3-6-971883-970495	CHEMBL2363965	33.9	11.7	0.088	0.034
Pf3D7_07_v3-6-971883-970495	CHEMBL2363965	30.0	11.7	1.4	0.034
Pf3D7_07_v3-6-971883-970495	CHEMBL4340	33.9	10.9	0.087	0.062
Pf3D7_07_v3-6-985611-984781	CHEMBL5971	28.9	13.2	1.2	0.014
Pf3D7_07_v3-6-985611-984781	CHEMBL3038510	30.0	13.0	0.46	0.016
Pf3D7_07_v3-6-99918-99664	CHEMBL2111440	30.0	6.0	0.040	6.7
Pf3D7_08_v3-1-101314-101535	CHEMBL6021	28.1	15.6	0.14	0.0079
Pf3D7_08_v3-1-1032175-1033299	CHEMBL269	247	512.5	0.000000000000000000000000000000000000000000000000000000000000000000000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026
Pf3D7_08_v3-1-1032175-1033299	CHEMBL2109	240	509.7	0.000000000000000000000000000000000000000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_08_v3-1-1032175-1033299	CHEMBL1839	268	500.9	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000008	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086
Pf3D7_08_v3-1-1032175-1033299	CHEMBL2111368	48.9	120.2	0.000001	0.000000000000000000000000000000000042
Pf3D7_08_v3-1-1032175-1033299	CHEMBL3820	46.2	112.3	0.000008	0.00000000000000000000000000000001
Pf3D7_08_v3-1-1032175-1033299	CHEMBL2363135	54.7	83.4	0.00000002	0.0000000000000000000000061
Pf3D7_08_v3-1-1032175-1033299	CHEMBL2363135	50.1	83.4	0.0000005	0.0000000000000000000000061
Pf3D7_08_v3-1-1032175-1033299	CHEMBL2111369	48.1	64.4	0.000002	0.0000000000000000037
Pf3D7_08_v3-1-1032175-1033299	CHEMBL3675	47.0	61.4	0.000006	0.00000000000000003
Pf3D7_08_v3-1-1032175-1033299	CHEMBL1932907	43.5	52.0	0.00007	0.000000000000022
Pf3D7_08_v3-1-104626-104799	CHEMBL5021	27.3	12.7	0.13	0.068
Pf3D7_08_v3-1-1055437-1058769	CHEMBL5704	33.9	8.7	0.24	0.13
Pf3D7_08_v3-1-1061122-1061289	CHEMBL1836	22.7	9.9	5.4	0.64
Pf3D7_08_v3-1-108370-108651	CHEMBL2107	28.1	12.4	0.22	0.06
Pf3D7_08_v3-1-1083742-1083954	CHEMBL1075321	32.3	12.8	0.003	0.058
Pf3D7_08_v3-1-1083742-1083954	CHEMBL2986	32.3	12.8	0.003	0.058
Pf3D7_08_v3-1-1092580-1092744	CHEMBL1075058	22.7	12.1	4.9	0.073
Pf3D7_08_v3-1-1187857-1188135	CHEMBL2096685	26.2	13.2	1.0	0.026
Pf3D7_08_v3-1-1193722-1193988	CHEMBL2021756	25.0	5.5	2.5	9
Pf3D7_08_v3-1-1198813-1206054	CHEMBL4593	82.0	226.5	0.0000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_08_v3-1-1198813-1206054	CHEMBL5830	82.0	225.0	0.0000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000041
Pf3D7_08_v3-1-1198813-1206054	CHEMBL4613	88.2	212.1	0.00000000000000002	0.0000000000000000000000000000000000000000000000000000000000000033
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2111323	78.2	206.8	0.00000000000002	0.00000000000000000000000000000000000000000000000000000000000013
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2111324	58.9	198.7	0.00000001	0.000000000000000000000000000000000000000000000000000000000035
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2363135	66.6	161.0	0.00000000005	0.0000000000000000000000000000000000000000000000084
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2363135	82.8	161.0	0.0000000000000009	0.0000000000000000000000000000000000000000000000084
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2363135	59.7	161.0	0.000000008	0.0000000000000000000000000000000000000000000000084
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2111407	54.7	157.4	0.0000003	0.0000000000000000000000000000000000000000000001
Pf3D7_08_v3-1-1198813-1206054	CHEMBL2111407	85.5	157.4	0.00000000000000008	0.0000000000000000000000000000000000000000000001
Pf3D7_08_v3-1-124816-124965	CHEMBL1075138	24.6	9.5	1.0	0.54
Pf3D7_08_v3-1-1254373-1254528	CHEMBL1649054	22.3	14.8	5.9	0.013
Pf3D7_08_v3-1-1254373-1254528	CHEMBL2363	22.3	14.7	6.0	0.013
Pf3D7_08_v3-1-1254373-1254528	CHEMBL3318	22.3	14.7	6.0	0.013
Pf3D7_08_v3-1-1307182-1307343	CHEMBL5340	25.4	6.0	0.59	8.3
Pf3D7_08_v3-1-1321405-1321659	CHEMBL2096684	24.6	6.5	3.6	4.1
Pf3D7_08_v3-1-1333522-1336296	CHEMBL2111411	75.9	110.2	0.000000000000007	0.000000000000000000000000000000037
Pf3D7_08_v3-1-1333522-1336296	CHEMBL1795109	57.0	110.2	0.00000001	0.000000000000000000000000000000037
Pf3D7_08_v3-1-1354768-1355046	CHEMBL2169717	30.4	8.0	0.039	1.6
Pf3D7_08_v3-1-1380349-1380522	CHEMBL5124	27.7	12.2	0.095	0.1
Pf3D7_08_v3-1-1380349-1380522	CHEMBL1075289	24.6	11.7	1.4	0.15
Pf3D7_08_v3-1-1380349-1380522	CHEMBL2114	24.3	11.4	1.6	0.19
Pf3D7_08_v3-1-1383577-1383738	CHEMBL2111427	24.6	14.2	0.87	0.019
Pf3D7_08_v3-1-1388686-1388868	CHEMBL6141	27.7	11.6	0.13	0.15
Pf3D7_08_v3-1-1411831-1411980	CHEMBL4767	30.8	13.6	0.006	0.032
Pf3D7_08_v3-1-1411831-1411980	CHEMBL2032	26.2	12.9	0.25	0.054
Pf3D7_08_v3-1-1421743-1421907	CHEMBL2021757	32.3	15.5	0.002	0.0064
Pf3D7_08_v3-1-1427134-1428132	CHEMBL2856	30.8	13.5	0.35	0.015
Pf3D7_08_v3-1-1427134-1428132	CHEMBL1667675	30.8	13.5	0.35	0.015
Pf3D7_08_v3-1-1427134-1428132	CHEMBL2529	30.8	13.3	0.37	0.017
Pf3D7_08_v3-1-1427134-1428132	CHEMBL5958	30.0	13.1	0.76	0.019
Pf3D7_08_v3-1-1427134-1428132	CHEMBL4090	30.0	13.1	0.72	0.019
Pf3D7_08_v3-1-1455454-1455663	CHEMBL1777664	26.9	8.2	0.34	1.7
Pf3D7_08_v3-1-1455454-1455663	CHEMBL3503	26.9	6.2	0.34	7.3
Pf3D7_08_v3-1-171862-173916	CHEMBL2363070	30.4	190.9	1.0	0.000000000000000000000000000000000000000000000000000000012
Pf3D7_08_v3-1-181168-187341	CHEMBL1075102	37.7	274.0	0.030	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000065
Pf3D7_08_v3-1-181168-187341	CHEMBL1667699	75.5	217.0	0.0000000000001	0.0000000000000000000000000000000000000000000000000000000000000001
Pf3D7_08_v3-1-181168-187341	CHEMBL1907982	42.4	154.0	0.001	0.0000000000000000000000000000000000000000000011
Pf3D7_08_v3-1-181168-187341	CHEMBL1764935	44.3	153.4	0.0003	0.0000000000000000000000000000000000000000000016
Pf3D7_08_v3-1-181168-187341	CHEMBL5341	45.8	152.4	0.0001	0.0000000000000000000000000000000000000000000031
Pf3D7_08_v3-1-181168-187341	CHEMBL5254	61.2	91.7	0.000000002	0.0000000000000000000000000063
Pf3D7_08_v3-1-192355-194100	CHEMBL5619	412	809.1	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074
Pf3D7_08_v3-1-192355-194100	CHEMBL6129	403	741.9	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016
Pf3D7_08_v3-1-192355-194100	CHEMBL1764937	397	726.3	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000091
Pf3D7_08_v3-1-192355-194100	CHEMBL6070	226	474.1	0.0000000000000000000000000000000000000000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL3102	226	474.0	0.0000000000000000000000000000000000000000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL4785	226	474.0	0.0000000000000000000000000000000000000000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL1956	222	470.7	0.00000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL3157	222	470.7	0.00000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL3392	222	470.7	0.00000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_08_v3-1-192355-194100	CHEMBL2722	222	470.7	0.00000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023
Pf3D7_08_v3-1-200806-201030	CHEMBL2364103	24.6	11.5	1.9	0.15
Pf3D7_08_v3-1-206266-206424	CHEMBL2362996	23.9	14.3	1.7	0.021
Pf3D7_08_v3-1-206746-206919	CHEMBL1860	21.9	63.3	10.0	0.0000000000000000065
Pf3D7_08_v3-1-206746-206919	CHEMBL3174	22.3	63.3	9.7	0.0000000000000000065
Pf3D7_08_v3-1-206746-206919	CHEMBL3259	22.3	63.3	8.8	0.0000000000000000065
Pf3D7_08_v3-1-206746-206919	CHEMBL1667675	23.5	53.6	3.2	0.000000000000007
Pf3D7_08_v3-1-206746-206919	CHEMBL2856	23.1	53.6	4.8	0.000000000000007
Pf3D7_08_v3-1-217822-222288	CHEMBL2111465	53.9	335.6	0.0000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023
Pf3D7_08_v3-1-217822-222288	CHEMBL2111465	69.3	335.6	0.000000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023
Pf3D7_08_v3-1-217822-222288	CHEMBL2111369	62.4	158.6	0.0000000006	0.000000000000000000000000000000000000000000000062
Pf3D7_08_v3-1-217822-222288	CHEMBL2096904	65.5	157.1	0.00000000008	0.00000000000000000000000000000000000000000000017
Pf3D7_08_v3-1-217822-222288	CHEMBL2111464	62.0	132.6	0.0000000005	0.0000000000000000000000000000000000000041
Pf3D7_08_v3-1-225427-225618	CHEMBL4666	25.0	13.5	0.97	0.028
Pf3D7_08_v3-1-275086-275244	CHEMBL1874	25.4	13.8	0.54	0.028
Pf3D7_08_v3-1-290899-291180	CHEMBL2052027	28.9	12.2	0.12	0.073
Pf3D7_08_v3-1-293659-293889	CHEMBL5293	23.5	6.1	6.5	9.5
Pf3D7_08_v3-1-30178-30339	CHEMBL5124	27.3	14.6	0.12	0.014
Pf3D7_08_v3-1-30178-30339	CHEMBL4744	25.4	13.5	0.52	0.031
Pf3D7_08_v3-1-30178-30339	CHEMBL4800	23.9	12.1	2.0	0.09
Pf3D7_08_v3-1-309847-310065	CHEMBL2034811	25.4	8.7	1.0	1.3
Pf3D7_08_v3-1-309847-310065	CHEMBL2034807	27.3	5.9	0.26	9.2
Pf3D7_08_v3-1-318310-318543	CHEMBL5320	30.8	13.3	0.014	0.036
Pf3D7_08_v3-1-318310-318543	CHEMBL5610	31.2	13.2	0.013	0.039
Pf3D7_08_v3-1-318310-318543	CHEMBL5045	26.6	10.6	0.52	0.25
Pf3D7_08_v3-1-318745-318990	CHEMBL2096907	33.1	10.5	0.002	0.28
Pf3D7_08_v3-1-322852-323190	CHEMBL3038462	30.0	10.3	0.073	0.28
Pf3D7_08_v3-1-338311-338508	CHEMBL4278	33.9	14.1	0.001	0.018
Pf3D7_08_v3-1-338311-338508	CHEMBL2981	33.1	13.2	0.001	0.036
Pf3D7_08_v3-1-338311-338508	CHEMBL4336	33.1	13.2	0.001	0.036
Pf3D7_08_v3-1-338311-338508	CHEMBL3802	33.5	12.5	0.001	0.058
Pf3D7_08_v3-1-338311-338508	CHEMBL2363032	32.7	11.5	0.002	0.12
Pf3D7_08_v3-1-338311-338508	CHEMBL4831	30.0	10.8	0.020	0.21
Pf3D7_08_v3-1-338311-338508	CHEMBL1255162	32.0	9.4	0.004	0.57
Pf3D7_08_v3-1-338311-338508	CHEMBL5777	30.8	8.3	0.011	1.3
Pf3D7_08_v3-1-338311-338508	CHEMBL3658	30.4	8.1	0.015	1.5
Pf3D7_08_v3-1-351913-352113	CHEMBL5021	23.1	6.0	6.4	9
Pf3D7_08_v3-1-354457-361902	CHEMBL2157	30.4	8.7	4.2	0.068
Pf3D7_08_v3-1-362326-362547	CHEMBL1957	29.3	15.1	0.054	0.012
Pf3D7_08_v3-1-36271-36588	CHEMBL6149	29.3	13.7	0.10	0.026
Pf3D7_08_v3-1-366907-367062	CHEMBL5340	25.8	9.9	0.40	0.47
Pf3D7_08_v3-1-372802-372981	CHEMBL3699	25.4	11.3	0.62	0.17
Pf3D7_08_v3-1-381787-381966	CHEMBL2301	29.3	13.7	0.030	0.023
Pf3D7_08_v3-1-381787-381966	CHEMBL2111398	28.5	13.4	0.059	0.03
Pf3D7_08_v3-1-381787-381966	CHEMBL1229011	26.2	9.0	0.34	0.75
Pf3D7_08_v3-1-38215-38370	CHEMBL4586	23.9	13.1	2.0	0.05
Pf3D7_08_v3-1-382804-382986	CHEMBL5750	26.9	12.1	0.18	0.1
Pf3D7_08_v3-1-382804-382986	CHEMBL5340	24.6	9.3	1.6	0.8
Pf3D7_08_v3-1-382804-382986	CHEMBL4158	23.9	9.0	2.4	1
Pf3D7_08_v3-1-38854-39066	CHEMBL1926490	32.3	15.7	0.003	0.0077
Pf3D7_08_v3-1-403000-403902	CHEMBL2968	80.5	335.0	0.00000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_08_v3-1-403000-403902	CHEMBL2399	39.7	254.6	0.0004	0.00000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_08_v3-1-403000-403902	CHEMBL244	39.3	254.6	0.0005	0.00000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_08_v3-1-40918-48840	CHEMBL6185	36.2	7.3	0.10	0.14
Pf3D7_08_v3-1-40918-48840	CHEMBL1075069	36.2	7.2	0.10	0.15
Pf3D7_08_v3-1-414463-414729	CHEMBL2096683	25.4	11.7	1.8	0.094
Pf3D7_08_v3-1-422866-423108	CHEMBL3650	25.8	6.7	1.1	4
Pf3D7_08_v3-1-422866-423108	CHEMBL3185	25.0	6.0	2.0	6.3
Pf3D7_08_v3-1-437440-437691	CHEMBL3137282	25.0	7.8	2.2	2.1
Pf3D7_08_v3-1-437440-437691	CHEMBL1795108	24.6	7.6	2.8	2.5
Pf3D7_08_v3-1-438988-439269	CHEMBL4843	26.2	5.4	1.0	9.9
Pf3D7_08_v3-1-450805-451896	CHEMBL1667675	30.8	14.6	0.46	0.0043
Pf3D7_08_v3-1-450805-451896	CHEMBL2856	30.8	14.5	0.47	0.0047
Pf3D7_08_v3-1-450805-451896	CHEMBL5958	30.4	13.8	0.56	0.0074
Pf3D7_08_v3-1-450805-451896	CHEMBL4090	30.4	13.5	0.55	0.0095
Pf3D7_08_v3-1-450805-451896	CHEMBL5058	32.0	13.2	0.21	0.012
Pf3D7_08_v3-1-450805-451896	CHEMBL2529	30.8	12.6	0.42	0.018
Pf3D7_08_v3-1-458146-458367	CHEMBL2021756	25.8	14.5	1.00	0.017
Pf3D7_08_v3-1-497650-497823	CHEMBL2793	27.3	12.9	0.14	0.057
Pf3D7_08_v3-1-497650-497823	CHEMBL5201	27.3	11.6	0.16	0.15
Pf3D7_08_v3-1-504076-504228	CHEMBL4709	22.7	5.9	4.3	9.6
Pf3D7_08_v3-1-525892-526116	CHEMBL4259	23.5	11.6	6.7	0.11
Pf3D7_08_v3-1-525892-526116	CHEMBL2026	23.1	11.0	8.5	0.18
Pf3D7_08_v3-1-525892-526116	CHEMBL5785	25.4	9.3	1.2	0.58
Pf3D7_08_v3-1-525892-526116	CHEMBL1907592	24.3	8.7	3.0	0.92
Pf3D7_08_v3-1-548041-548349	CHEMBL5352	94.0	93.9	0.000000000000000000000003	0.0000000000000000000000000024
Pf3D7_08_v3-1-560008-560367	CHEMBL4218	28.9	17.1	0.22	0.0022
Pf3D7_08_v3-1-574762-575052	CHEMBL2592	26.6	11.2	0.82	0.15
Pf3D7_08_v3-1-625951-626160	CHEMBL2163183	28.1	14.4	0.12	0.022
Pf3D7_08_v3-1-63418-63582	CHEMBL2362996	25.0	14.2	0.78	0.02
Pf3D7_08_v3-1-63418-63582	CHEMBL2362996	25.8	14.2	0.37	0.02
Pf3D7_08_v3-1-637723-637902	CHEMBL1741305	25.4	9.4	0.81	0.72
Pf3D7_08_v3-1-650776-651003	CHEMBL4394	28.5	108.6	0.11	0.000000000000000000000000000000046
Pf3D7_08_v3-1-650776-651003	CHEMBL1075320	28.5	108.6	0.11	0.000000000000000000000000000000046
Pf3D7_08_v3-1-650776-651003	CHEMBL3544	28.5	106.5	0.11	0.0000000000000000000000000000002
Pf3D7_08_v3-1-650776-651003	CHEMBL2503	38.5	101.6	0.00003	0.0000000000000000000000000000068
Pf3D7_08_v3-1-650776-651003	CHEMBL2744	38.5	101.5	0.00003	0.0000000000000000000000000000075
Pf3D7_08_v3-1-650776-651003	CHEMBL5494	38.5	101.2	0.00003	0.0000000000000000000000000000092
Pf3D7_08_v3-1-654835-655008	CHEMBL4240	35.0	15.0	0.0002	0.014
Pf3D7_08_v3-1-654835-655008	CHEMBL6131	33.1	14.3	0.001	0.022
Pf3D7_08_v3-1-694057-694206	CHEMBL3875	27.3	12.7	0.11	0.074
Pf3D7_08_v3-1-696682-696882	CHEMBL5838	27.3	11.0	0.20	0.18
Pf3D7_08_v3-1-697435-697590	CHEMBL2010632	26.2	11.3	0.24	0.18
Pf3D7_08_v3-1-71350-71499	CHEMBL3770	25.0	13.7	0.58	0.034
Pf3D7_08_v3-1-71350-71499	CHEMBL5377	24.6	13.4	0.83	0.043
Pf3D7_08_v3-1-71350-71499	CHEMBL2823	24.6	13.4	0.86	0.043
Pf3D7_08_v3-1-746686-747252	CHEMBL1743318	26.6	10.8	3.4	0.14
Pf3D7_08_v3-1-746686-747252	CHEMBL2363965	26.2	10.8	4.4	0.14
Pf3D7_08_v3-1-770809-770991	CHEMBL5703	27.7	7.6	0.11	2.1
Pf3D7_08_v3-1-774001-774165	CHEMBL1075074	28.9	14.0	0.034	0.021
Pf3D7_08_v3-1-779590-779865	CHEMBL2034804	23.9	11.7	6.5	0.14
Pf3D7_08_v3-1-779590-779865	CHEMBL2034808	25.8	9.0	1.6	0.94
Pf3D7_08_v3-1-799804-799956	CHEMBL1781857	47.0	96.9	0.000000003	0.00000000000000000000000000018
Pf3D7_08_v3-1-799804-799956	CHEMBL4145	45.8	96.5	0.00000001	0.00000000000000000000000000025
Pf3D7_08_v3-1-799804-799956	CHEMBL6036	45.8	96.5	0.00000001	0.00000000000000000000000000025
Pf3D7_08_v3-1-799804-799956	CHEMBL2363965	47.8	94.7	0.000000002	0.00000000000000000000000000091
Pf3D7_08_v3-1-805288-805458	CHEMBL2154	23.5	6.4	3.4	6.1
Pf3D7_08_v3-1-830614-831210	CHEMBL5943	227	385.3	0.0000000000000000000000000000000000000000000000000000000000000000000000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_08_v3-1-830614-831210	CHEMBL3038454	271	383.6	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006
Pf3D7_08_v3-1-830614-831210	CHEMBL5944	226	383.4	0.000000000000000000000000000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000067
Pf3D7_08_v3-1-830614-831210	CHEMBL1932902	246	379.1	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000008	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_08_v3-1-83269-83901	CHEMBL2331043	35.4	7.8	0.006	0.99
Pf3D7_08_v3-1-834034-835044	CHEMBL1741167	27.3	12.8	5.8	0.02
Pf3D7_08_v3-1-846571-846813	CHEMBL5514	24.6	14.4	2.7	0.015
Pf3D7_08_v3-1-847522-847686	CHEMBL3052	26.9	11.9	0.17	0.12
Pf3D7_08_v3-1-864211-864372	CHEMBL5389	27.7	9.1	0.096	0.83
Pf3D7_08_v3-1-864211-864372	CHEMBL5948	27.7	9.0	0.087	0.85
Pf3D7_08_v3-1-866593-866769	CHEMBL1938207	24.6	6.7	1.3	3.8
Pf3D7_08_v3-1-881506-881691	CHEMBL1744489	25.0	13.6	0.99	0.031
Pf3D7_08_v3-1-928198-928374	CHEMBL3038474	25.8	6.5	0.53	8
Pf3D7_08_v3-1-950674-950850	CHEMBL298	29.3	10.1	0.025	0.39
